5,10,15,20,Half,25,30,35,40,Finish
17:38,17:35,17:52,18:07,03:56,14:13,18:18,18:37,18:42,08:24
32:48,31:36,32:26,33:14,07:32,28:04,32:00,31:06,30:49,12:33
20:41,20:55,21:02,22:06,05:05,20:02,26:01,26:18,28:21,12:34
24:43,24:50,25:28,26:05,05:36,21:11,27:55,28:24,28:57,12:34
24:03,23:08,23:09,23:07,04:58,18:07,23:09,24:35,25:57,11:59
31:18,30:34,31:10,32:16,07:22,28:15,42:00,45:59,44:30,21:15
32:56,32:12,32:49,33:14,07:25,27:43,36:34,39:28,39:26,17:05
33:05,33:46,35:02,35:26,07:39,28:26,38:18,44:43,40:36,18:19
28:04,28:10,28:24,28:01,06:02,22:05,27:54,28:25,28:26,14:00
-,-,-,-,-,-,-,-,-,-
32:18,33:13,37:23,44:31,14:02,33:55,43:34,45:45,50:45,23:33
16:38,16:58,17:14,17:32,03:50,13:40,17:44,17:51,18:14,08:16
29:36,29:55,30:24,29:55,06:47,24:27,31:38,33:49,34:52,14:58
36:54,40:05,40:18,44:10,09:48,35:56,53:00,53:15,58:20,24:32
31:56,32:18,32:46,35:01,09:12,33:44,42:45,44:52,47:24,17:14
20:29,20:57,21:00,21:08,04:38,16:29,21:11,21:45,23:33,10:41
26:57,27:13,27:31,27:32,05:59,21:21,27:12,28:29,29:31,11:59
31:40,33:01,33:50,34:12,07:21,27:03,35:46,37:48,38:10,16:46
30:05,31:46,32:08,33:18,07:25,26:00,34:42,35:14,36:52,14:28
-,-,-,-,-,-,-,-,-,-
32:01,31:27,32:14,33:04,07:12,26:23,33:28,34:35,34:35,14:41
28:39,28:53,29:42,30:36,06:47,26:17,38:40,-,-,-
30:43,32:15,32:44,33:07,07:16,26:18,35:45,41:09,40:31,16:18
25:58,27:28,28:57,30:00,06:37,24:57,34:02,38:19,39:43,16:49
31:05,31:09,32:00,32:02,06:51,24:55,33:01,35:34,35:40,14:33
19:02,19:09,19:07,19:12,04:09,14:57,19:33,19:48,20:04,08:49
-,-,-,-,-,-,-,-,-,-
29:31,29:59,30:32,30:32,06:39,24:07,31:19,33:29,36:58,16:44
37:12,39:01,41:28,42:26,09:02,35:25,47:47,48:41,50:40,19:36
28:31,30:02,29:57,30:05,06:44,24:22,32:36,32:48,30:41,12:30
18:41,18:49,18:49,18:40,04:04,14:35,18:52,19:07,19:22,08:34
19:53,20:07,20:42,20:49,04:39,16:33,21:14,21:03,20:57,08:50
27:32,28:19,28:27,29:11,06:08,23:21,31:57,33:56,39:05,15:59
22:43,22:45,23:33,23:50,05:09,18:26,23:35,24:05,24:33,10:30
34:51,33:43,34:04,35:18,07:39,29:01,41:07,43:34,42:02,17:27
37:06,38:20,38:59,38:53,08:27,31:41,43:16,46:56,42:12,17:46
26:23,25:40,25:50,25:55,05:27,19:55,26:12,27:49,28:24,12:15
32:59,31:06,32:25,33:09,07:04,27:03,38:32,40:29,39:49,15:32
27:41,28:32,29:17,30:01,06:28,24:49,35:58,39:19,36:45,14:29
-,-,-,-,-,-,-,-,-,-
26:45,26:45,26:54,27:19,05:57,21:52,32:26,38:36,37:25,14:16
37:17,37:28,37:29,40:47,08:20,36:37,40:02,50:13,53:19,18:21
21:27,21:52,22:13,22:03,04:51,17:52,23:23,25:38,31:41,12:52
25:37,24:59,24:54,25:11,05:27,19:28,29:08,30:54,31:56,12:54
22:17,22:16,21:43,21:45,04:43,17:15,22:27,24:53,29:25,11:15
29:18,30:30,30:53,30:12,06:34,26:55,30:24,32:33,31:47,13:22
37:17,37:28,37:30,40:46,08:20,36:37,40:02,50:14,53:19,18:21
30:03,29:56,30:24,30:45,06:31,25:09,31:50,32:51,33:32,13:29
31:42,32:03,32:51,33:11,07:01,25:21,33:46,34:47,35:07,15:13
33:59,37:48,41:09,43:50,09:29,50:41,46:26,50:25,56:32,20:01
22:34,21:49,22:09,22:44,05:03,18:20,24:33,26:07,27:35,12:17
30:39,30:58,31:09,31:06,06:36,24:49,33:08,33:49,33:15,13:21
27:44,29:26,29:43,30:56,07:04,29:30,36:08,41:23,37:55,16:41
34:18,33:24,33:47,33:47,07:23,27:23,38:04,41:16,42:26,16:48
30:27,31:28,33:44,40:40,09:32,37:57,48:30,50:59,51:44,21:42
24:53,25:25,25:50,26:45,05:55,21:20,27:55,34:00,34:03,15:02
27:20,30:01,28:45,29:42,06:30,23:29,30:07,30:39,29:27,13:33
26:47,26:57,26:59,27:16,05:57,21:17,27:43,29:05,29:35,12:28
20:53,21:22,21:48,21:38,05:05,17:17,24:10,28:04,29:14,13:35
23:31,24:03,24:43,25:10,05:31,20:28,27:34,30:07,30:25,12:43
-,-,-,-,-,-,-,-,-,-
39:24,39:22,40:06,43:09,10:03,37:25,50:04,47:20,49:54,19:47
25:52,26:54,27:42,27:26,05:46,21:24,27:42,28:12,29:15,12:21
23:45,24:25,24:18,24:21,05:18,18:31,24:45,25:36,26:42,11:49
27:37,29:18,30:29,31:24,06:53,25:22,33:05,33:32,32:18,13:33
38:51,39:28,45:12,47:07,10:22,43:13,48:26,52:02,58:42,24:26
32:05,31:15,31:30,33:24,07:09,26:17,34:39,36:35,34:37,14:53
32:04,32:10,33:06,33:47,07:12,27:00,34:24,36:49,35:59,16:09
29:39,28:49,29:31,28:57,06:15,24:42,33:22,34:00,34:58,15:02
37:19,36:13,38:43,39:35,08:28,33:19,40:06,44:49,40:43,17:37
21:04,21:47,22:13,22:40,05:01,18:25,24:28,26:07,25:54,11:18
-,-,-,-,-,-,-,-,-,-
36:18,41:26,55:30,47:34,11:03,49:48,55:33,56:22,55:17,25:28
30:38,31:18,32:05,30:55,07:09,24:23,31:46,34:55,44:59,17:54
26:15,27:19,27:05,28:27,05:59,22:38,29:48,30:51,32:26,13:50
28:28,29:01,31:16,33:47,07:27,31:01,43:28,42:43,39:31,14:46
17:15,17:42,17:36,17:54,03:51,13:48,17:43,17:43,17:50,07:46
22:57,22:39,23:25,23:34,05:13,19:41,26:57,31:58,32:42,13:14
21:25,21:56,21:53,22:01,04:46,16:55,23:32,24:25,25:10,11:53
26:40,27:12,27:21,28:02,05:54,22:16,28:11,28:44,28:47,12:06
-,-,-,-,-,-,-,-,-,-
30:43,31:08,31:22,31:07,06:51,25:12,31:53,32:30,35:27,12:57
26:20,26:46,26:41,26:36,05:48,22:22,27:17,28:16,29:01,12:33
19:50,19:30,19:40,19:37,04:14,15:20,19:34,19:56,20:06,08:38
-,-,-,-,-,-,-,-,-,-
25:43,25:47,25:57,27:09,05:44,21:05,27:47,29:04,31:14,14:10
26:16,26:48,27:43,28:26,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
25:48,25:10,25:50,26:36,05:41,21:38,26:30,27:09,27:41,11:22
29:32,29:06,30:08,31:13,06:50,24:25,31:21,33:56,38:39,14:58
37:00,37:41,37:47,38:33,08:23,30:55,42:12,42:50,43:47,20:09
27:11,27:54,28:45,28:56,06:19,23:16,30:22,32:03,31:59,13:31
24:31,25:05,24:46,24:49,05:22,19:31,26:03,30:11,28:45,11:31
25:49,26:18,26:59,28:20,06:15,27:09,39:46,47:08,46:19,17:46
24:18,24:46,24:35,24:46,05:24,19:27,26:31,26:44,30:01,12:21
25:43,25:02,24:57,25:34,05:32,20:05,26:47,27:14,26:35,11:44
25:00,24:41,24:53,25:05,05:27,19:41,26:14,27:44,28:37,12:20
27:00,27:07,28:01,29:08,06:38,27:08,35:02,36:20,36:23,16:01
22:40,22:50,22:49,22:34,04:55,17:35,22:38,23:37,26:11,11:33
29:02,28:58,29:21,30:15,06:42,25:41,36:25,38:08,39:04,17:08
32:08,35:12,39:17,41:58,09:21,34:54,48:33,01:02:03,55:48,17:35
-,-,-,-,-,-,-,-,-,-
24:04,24:24,25:09,24:36,05:30,20:22,27:58,29:37,29:48,12:50
28:01,28:30,32:20,36:57,10:29,-,-,-,-,-
21:22,21:21,21:34,22:20,04:54,18:01,24:17,24:13,24:31,10:24
28:24,28:25,29:13,28:38,06:26,24:17,30:21,30:43,31:17,14:34
28:53,28:45,29:42,30:07,06:26,23:55,30:50,34:01,39:08,15:17
28:06,28:50,28:24,27:56,05:58,21:53,28:21,30:36,31:15,13:07
27:31,28:15,28:24,28:56,06:39,26:18,34:57,34:15,37:14,14:55
29:34,28:54,28:23,28:55,06:06,22:07,28:24,29:09,28:24,11:38
28:55,29:37,29:40,30:10,06:30,23:28,30:22,32:55,33:27,14:02
24:12,24:22,24:24,24:04,05:17,19:11,24:08,24:35,26:17,11:41
25:15,24:38,24:47,24:49,05:15,19:23,25:16,25:48,25:33,11:18
-,-,-,-,-,-,-,-,-,-
28:35,28:56,30:00,29:56,06:29,23:27,30:57,33:03,32:43,14:16
28:11,28:34,30:43,32:15,07:42,29:04,38:25,41:17,38:21,14:14
33:42,35:48,36:39,37:46,08:03,38:29,41:48,43:24,43:54,18:06
34:01,34:13,35:09,35:28,07:44,27:48,36:58,39:10,38:27,16:22
24:25,23:48,24:20,24:29,05:19,19:22,26:06,27:27,28:28,11:24
29:29,29:58,32:08,31:41,06:50,27:45,32:26,34:06,33:27,14:49
26:32,26:36,26:43,26:42,05:46,20:48,26:48,30:42,34:51,15:48
25:02,24:56,25:37,25:54,05:46,20:46,27:01,27:31,26:40,12:28
26:31,26:38,27:12,28:16,06:09,24:06,40:04,46:28,44:10,19:41
31:30,31:57,32:35,34:18,07:17,27:07,34:18,33:40,36:26,16:27
32:05,32:42,32:48,32:22,07:12,26:42,35:48,37:21,36:41,16:51
39:01,38:49,43:59,45:55,09:28,37:47,45:23,48:52,48:58,21:12
27:33,28:05,28:31,28:49,06:17,23:44,31:39,33:22,33:29,13:58
24:12,23:43,23:28,23:49,05:11,18:41,24:38,25:50,27:18,12:15
26:09,27:41,28:28,28:19,07:56,24:06,37:02,38:56,35:50,12:51
-,-,-,-,-,-,-,-,-,-
30:06,31:49,32:34,32:56,07:02,37:00,49:34,49:29,43:46,15:11
27:10,27:58,28:21,28:14,06:32,23:21,30:38,32:08,33:10,14:16
21:08,21:20,21:44,21:51,04:39,18:35,23:19,24:59,26:24,11:41
22:40,22:09,22:45,23:09,05:03,18:06,23:36,23:24,23:36,10:35
25:37,25:00,24:45,24:59,05:27,20:20,28:45,31:35,33:16,15:27
28:26,29:22,30:41,31:27,06:54,25:31,34:00,35:46,33:10,14:03
32:57,34:00,37:29,37:22,08:50,33:42,43:29,49:23,48:40,18:36
27:05,27:42,28:33,29:14,06:22,26:42,35:21,36:59,38:56,15:44
58:58,-,-,-,-,-,-,-,-,-
32:27,31:56,32:47,33:40,07:42,31:34,37:10,38:43,50:28,16:57
36:54,37:26,38:40,38:57,08:25,45:57,41:33,44:47,44:47,18:49
31:00,32:03,33:04,33:36,07:19,27:32,35:16,43:58,36:11,14:31
-,-,-,-,-,-,-,-,-,-
27:41,28:07,28:47,28:55,06:14,22:57,30:34,33:01,34:06,14:09
31:21,33:16,37:09,37:26,07:39,29:56,39:21,42:04,39:31,17:39
28:39,28:16,29:05,29:24,06:18,27:14,31:37,40:28,47:09,15:22
28:00,29:15,29:53,30:25,06:47,25:25,34:27,38:40,35:17,13:37
50:43,-,-,-,-,-,-,-,-,-
28:16,31:11,33:52,35:59,08:31,30:54,39:05,39:20,38:32,17:06
24:44,25:14,25:23,25:35,05:29,20:04,26:24,26:33,27:34,11:58
27:23,28:43,28:07,28:20,05:59,21:53,28:45,30:32,35:18,15:35
30:03,30:28,32:56,31:49,06:51,25:04,33:36,35:45,36:30,15:18
22:38,22:12,22:37,22:13,04:51,17:16,22:03,22:19,22:20,09:33
25:35,26:23,27:10,26:50,05:48,21:10,27:08,30:48,30:16,14:06
32:00,31:15,31:55,32:32,06:57,26:35,33:24,33:55,34:19,14:35
23:58,24:48,25:58,25:40,05:21,19:25,25:27,26:43,28:35,12:28
22:18,21:37,21:40,21:54,04:50,17:28,24:34,28:48,34:02,13:51
24:21,24:45,24:57,24:51,05:32,19:43,25:46,26:45,28:00,12:25
33:31,33:42,34:22,37:50,07:49,31:21,40:52,44:58,42:53,16:51
24:27,24:48,25:02,25:29,05:33,20:49,27:53,29:32,30:13,13:23
42:22,38:33,40:11,48:16,08:16,35:11,43:26,45:23,45:07,17:15
21:03,20:56,21:13,21:16,04:41,17:11,22:51,25:14,27:15,10:54
42:33,57:54,46:22,48:37,10:39,38:31,50:36,50:52,50:17,22:04
27:50,30:30,28:42,28:19,05:58,22:03,27:52,28:23,29:50,12:15
22:55,23:47,24:03,24:45,05:21,20:04,26:38,26:43,26:21,11:23
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
36:13,40:22,44:45,46:47,10:52,39:17,49:21,55:57,47:33,19:30
34:21,34:40,35:08,36:02,08:05,29:45,38:18,41:45,45:00,19:51
20:22,20:22,20:21,20:15,04:22,16:00,21:07,25:41,26:28,11:43
23:48,23:39,23:55,24:16,05:14,18:56,25:17,26:31,26:18,11:28
-,-,-,-,-,-,-,-,-,-
21:31,21:58,21:14,20:51,04:21,15:44,19:58,19:44,19:56,08:54
16:35,17:00,17:03,17:13,03:46,13:44,17:58,18:00,17:54,07:39
24:46,25:37,25:30,30:08,06:10,21:10,33:37,43:50,44:17,15:34
34:45,38:01,40:53,44:32,08:24,35:28,46:06,42:49,54:12,22:26
28:25,27:38,28:35,30:32,06:28,23:33,30:24,32:38,36:24,17:43
39:02,40:33,41:21,41:47,09:00,32:40,42:29,44:11,44:00,18:49
31:53,30:50,31:17,30:47,06:39,24:15,30:49,37:41,37:44,16:52
36:50,37:40,49:21,41:18,09:08,37:52,55:58,51:44,58:15,18:36
28:32,31:08,29:30,30:27,06:33,23:09,30:30,32:24,33:47,14:44
27:30,27:27,28:15,28:18,06:14,25:07,32:06,35:01,34:38,14:55
36:40,35:40,36:50,38:12,08:13,31:37,41:37,42:57,46:41,18:36
-,-,-,-,-,-,-,-,-,-
25:57,27:24,27:47,28:18,06:09,25:20,37:05,38:27,42:23,18:05
-,-,-,-,-,-,-,-,-,-
26:56,26:36,26:58,27:03,05:52,22:20,27:49,29:11,32:34,13:21
-,-,-,-,-,-,-,-,-,-
29:41,29:41,30:27,30:41,06:56,31:23,39:41,40:37,39:45,15:21
34:49,35:17,37:28,39:27,08:35,32:16,42:24,43:14,42:50,17:11
19:24,19:31,19:33,19:42,04:16,17:33,22:57,24:17,23:30,08:59
28:05,28:39,28:33,28:37,06:22,22:24,29:05,32:10,36:24,14:56
-,-,-,-,-,-,-,-,-,-
38:08,44:57,47:08,48:51,11:23,43:21,51:58,48:40,49:09,20:40
27:25,28:23,28:33,29:01,05:59,22:32,31:21,34:04,38:02,14:52
24:55,25:21,24:51,25:09,05:31,20:22,28:34,35:46,34:33,14:16
21:05,21:31,21:22,21:17,04:40,16:53,22:00,23:19,23:43,10:30
-,-,-,-,-,-,-,-,-,-
34:03,36:18,38:49,56:09,08:17,32:20,43:19,44:27,45:55,19:50
34:02,33:25,33:32,32:39,07:15,26:20,34:11,35:31,36:59,15:31
36:12,37:33,41:01,43:19,09:20,36:07,44:59,46:36,43:48,18:30
-,-,-,-,-,-,-,-,-,-
21:19,21:01,21:15,21:10,04:35,16:21,20:56,20:59,21:19,09:33
25:55,25:40,25:33,25:36,05:26,19:46,25:29,25:50,25:49,11:14
30:34,30:20,33:43,30:32,06:29,24:43,32:40,35:24,37:03,14:20
25:43,25:55,26:08,25:50,05:35,20:16,26:05,26:43,26:58,11:35
28:35,29:31,30:39,30:23,06:26,23:27,30:19,30:33,30:59,12:56
21:30,21:10,21:28,21:22,04:35,16:45,21:56,22:26,24:38,12:32
23:25,23:29,23:49,23:56,05:10,18:27,23:55,24:37,26:38,12:23
25:28,26:23,26:52,26:51,05:42,20:52,28:10,29:43,32:10,13:33
27:51,28:29,29:50,31:28,07:32,27:29,34:46,42:25,35:18,15:09
29:20,30:18,30:14,30:09,06:35,23:47,30:36,32:56,32:32,14:50
27:31,27:26,27:14,27:01,05:55,21:22,27:07,28:02,27:28,12:09
32:36,34:40,36:21,46:45,07:17,28:28,36:42,37:58,41:05,17:23
-,-,-,-,-,-,-,-,-,-
34:02,36:19,38:49,56:08,08:18,32:19,43:19,44:28,45:54,19:50
-,-,-,-,-,-,-,-,-,-
30:54,33:17,34:37,37:40,08:08,32:41,44:14,50:34,49:19,20:46
18:04,18:28,18:43,18:46,04:04,14:34,18:42,19:00,19:28,08:22
27:52,28:29,28:29,28:28,06:14,25:12,32:33,33:07,34:00,15:09
24:32,23:55,24:31,24:45,05:20,19:22,25:45,26:46,26:52,12:20
32:20,32:53,33:27,36:10,08:09,31:30,43:51,43:35,42:02,17:55
27:50,28:31,28:34,28:39,06:20,22:04,27:50,28:29,27:48,11:26
31:14,31:55,31:55,32:43,06:54,25:12,35:37,37:01,36:36,17:54
32:17,32:09,33:16,33:06,07:11,29:15,34:21,38:07,36:49,15:35
25:01,25:34,25:23,25:27,05:28,20:12,28:23,28:17,29:53,11:59
22:54,22:58,23:23,23:22,05:11,18:49,25:10,26:19,27:52,11:50
43:12,48:12,49:53,54:26,11:07,38:46,50:59,52:05,54:54,22:30
28:31,28:52,28:31,28:19,06:07,24:28,32:50,41:16,37:57,14:09
20:01,20:00,19:47,19:49,04:18,15:24,19:49,20:47,22:13,10:01
35:15,35:33,35:50,39:00,08:42,34:32,47:34,47:11,48:49,19:42
27:10,29:12,29:58,31:02,06:58,25:31,33:54,39:34,38:38,16:05
-,-,-,-,-,-,-,-,-,-
24:38,24:24,24:43,25:16,05:18,20:54,25:31,27:09,28:16,12:42
28:06,29:42,30:21,31:24,06:34,24:47,32:34,34:15,37:38,16:15
24:17,24:34,25:05,26:13,05:44,20:34,26:50,27:13,27:18,11:23
27:28,27:39,28:34,29:38,06:10,22:40,29:01,31:00,29:37,12:45
19:40,20:09,19:51,20:13,04:24,15:59,20:50,21:47,22:42,10:03
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
29:13,29:26,29:11,29:10,06:21,22:53,30:55,32:02,34:01,14:38
28:45,29:16,30:45,31:36,06:55,25:31,34:41,38:54,39:21,16:24
35:39,34:11,37:57,38:32,08:08,31:58,38:53,40:51,41:48,17:16
25:01,26:13,25:58,26:00,05:32,20:23,27:37,35:06,32:00,14:22
25:07,25:00,25:14,25:21,05:38,20:29,26:19,27:13,27:04,11:51
32:00,32:50,37:18,40:23,09:36,35:14,45:46,48:56,49:41,20:19
30:43,32:33,33:09,33:47,07:23,27:58,36:13,43:04,45:19,18:17
32:41,32:18,32:49,34:23,07:43,34:26,41:30,45:43,43:00,16:59
-,-,-,-,-,-,-,-,-,-
28:27,28:29,28:54,28:50,06:13,22:35,29:11,29:31,28:19,12:10
27:25,28:33,29:14,29:03,06:21,23:07,30:47,32:15,34:13,14:57
26:54,27:29,27:49,27:54,06:03,22:09,29:24,33:51,41:08,19:01
-,-,-,-,-,-,-,-,-,-
30:52,30:19,30:16,30:01,06:19,23:36,28:57,32:04,32:30,14:08
30:06,31:26,32:28,32:57,07:18,27:21,39:22,40:27,41:38,17:19
18:04,18:07,18:19,18:41,04:03,14:44,19:32,20:11,20:35,09:11
27:27,28:06,28:40,28:23,06:08,22:49,30:13,32:05,33:50,14:16
25:13,26:30,25:46,25:46,05:31,20:21,26:33,28:22,27:34,11:55
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
40:38,52:34,45:24,46:59,10:18,40:56,53:31,55:51,-,-
19:51,20:17,20:32,20:42,04:28,16:02,20:54,20:56,21:04,09:02
34:41,33:21,34:55,34:54,07:48,33:29,41:05,40:14,39:32,16:49
29:47,29:11,30:32,29:07,05:55,22:01,27:37,27:36,28:52,12:07
38:03,47:20,35:13,37:29,08:08,29:32,38:32,39:16,40:46,17:26
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
21:44,21:59,21:59,21:52,04:48,17:13,22:30,24:44,25:54,11:41
25:59,27:12,28:43,29:00,06:17,23:33,30:37,33:12,32:28,13:50
25:13,24:56,25:07,24:52,05:18,19:34,25:35,26:17,26:32,11:27
32:37,33:27,34:51,35:55,07:43,30:16,43:05,44:00,41:29,17:48
37:37,34:56,38:18,38:40,08:11,31:39,41:53,44:31,47:16,16:54
27:59,27:12,27:37,27:39,06:02,21:52,28:07,28:55,31:16,13:13
47:51,48:05,49:18,51:03,10:36,40:10,50:34,53:10,52:25,20:37
26:23,26:46,27:00,26:49,05:55,21:17,27:34,28:52,29:32,12:44
23:17,24:39,24:38,25:03,05:34,20:10,27:00,34:46,40:17,19:03
33:26,35:12,35:38,34:58,07:46,28:31,41:51,48:11,41:16,16:42
30:42,31:31,32:15,31:53,06:54,25:16,31:42,33:20,33:26,14:00
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
28:22,29:10,30:12,29:38,06:32,23:27,29:32,30:16,30:42,14:04
22:04,21:59,22:33,23:23,05:03,18:36,24:46,26:51,28:11,12:25
-,-,-,-,-,-,-,-,-,-
25:46,25:36,25:31,25:21,05:27,20:05,25:44,25:55,25:20,11:08
21:23,21:38,22:13,22:39,04:54,18:03,23:31,24:08,24:44,10:28
26:47,26:48,27:11,26:56,05:45,20:52,26:26,28:15,30:24,14:18
30:58,32:53,31:41,32:28,07:00,28:27,38:45,44:27,43:32,19:48
30:11,29:49,30:23,30:52,06:46,25:34,31:52,34:02,33:14,14:35
21:38,21:07,21:22,21:07,04:35,16:46,21:33,22:40,23:08,10:01
20:21,21:49,21:55,21:33,04:31,16:41,21:58,21:50,23:20,09:56
24:04,24:17,24:16,24:22,05:18,19:05,24:31,24:37,24:30,10:42
25:36,25:13,25:13,25:44,05:38,20:13,26:29,27:20,28:14,12:32
31:44,30:43,31:50,31:05,06:45,24:36,32:56,34:46,38:28,16:17
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
25:39,25:33,25:59,26:15,05:40,20:47,27:36,29:23,31:01,13:41
25:16,25:25,26:05,26:01,05:33,20:14,29:11,31:28,28:27,11:41
-,-,-,-,-,-,-,-,-,-
32:57,31:54,33:09,34:05,07:12,26:20,33:57,38:28,40:20,15:39
28:40,29:46,30:12,30:40,06:53,26:27,39:56,50:34,56:43,19:14
31:16,29:47,30:23,31:11,06:43,24:46,33:07,37:33,36:36,16:53
-,-,-,-,-,-,-,-,-,-
20:58,20:53,21:00,21:08,04:35,16:22,21:21,22:53,26:47,12:37
28:58,29:32,29:53,30:45,06:30,26:39,31:25,31:53,33:20,13:42
20:06,20:12,20:15,20:10,04:21,15:44,19:52,20:05,19:22,08:01
31:33,33:00,31:18,31:46,06:29,26:04,31:18,33:13,33:34,13:16
32:29,31:34,32:11,33:19,07:14,27:56,35:55,38:40,37:21,16:07
31:06,30:14,31:30,32:09,07:06,26:26,35:09,37:29,34:55,13:24
29:16,29:12,30:19,30:08,06:29,23:59,33:45,32:08,33:32,14:00
-,-,-,-,-,-,-,-,-,-
19:09,19:23,19:35,19:51,04:21,15:43,20:43,22:13,23:15,10:58
17:34,17:31,17:48,18:10,03:59,14:24,18:51,19:16,19:44,08:30
31:37,31:11,31:18,33:16,06:37,27:21,33:10,38:19,36:53,15:07
24:51,25:36,25:55,26:42,05:50,21:34,31:05,35:11,37:33,15:51
25:28,25:58,26:18,26:12,05:37,20:18,26:37,27:37,28:13,11:56
27:55,28:55,28:26,27:54,06:04,21:50,27:37,28:28,28:01,12:34
26:25,26:37,28:12,29:09,06:30,28:51,33:39,37:03,36:27,15:07
31:35,32:02,32:06,31:50,06:47,24:52,31:35,31:58,33:16,14:10
37:55,39:54,40:05,48:59,08:24,32:12,42:15,44:29,41:24,17:41
27:40,29:04,28:30,28:55,06:08,23:00,28:40,29:45,30:26,12:50
32:20,32:30,33:08,33:25,07:08,26:58,35:58,38:12,39:11,16:59
-,-,-,-,-,-,-,-,-,-
32:33,33:06,33:03,33:59,07:13,27:59,35:07,37:41,38:23,15:57
28:59,29:31,30:07,31:06,07:19,26:26,58:51,42:52,35:33,15:11
-,-,-,-,-,-,-,-,-,-
24:10,25:04,24:37,24:46,05:15,19:18,26:05,25:55,25:51,11:04
25:26,25:34,25:54,26:02,05:35,20:18,25:44,26:10,26:08,12:58
-,-,-,-,-,-,-,-,-,-
30:46,30:43,31:50,31:48,07:08,25:45,37:33,33:57,31:58,14:06
32:20,32:44,33:46,34:23,07:23,26:38,34:09,41:03,42:46,16:28
25:58,26:26,26:31,26:39,05:51,21:40,27:43,31:28,35:11,15:29
29:05,29:45,30:22,34:22,06:48,27:26,39:55,49:35,55:07,23:32
27:22,27:26,27:38,27:31,05:49,21:46,28:05,28:17,29:10,13:24
23:59,23:45,25:01,25:58,05:41,22:46,32:32,35:58,37:38,15:51
26:52,28:39,27:47,28:55,06:20,25:10,36:40,38:04,35:36,14:06
23:19,24:17,24:44,23:55,04:58,18:52,23:05,24:09,26:19,11:41
25:29,25:16,25:33,25:36,05:31,20:02,25:26,26:08,26:09,11:27
21:02,21:11,21:33,21:38,04:44,18:22,22:39,24:07,25:19,10:40
21:21,20:58,21:17,21:52,04:38,17:07,22:36,25:15,25:23,11:38
26:43,26:34,26:30,26:54,05:35,20:21,26:24,27:27,27:41,12:10
25:09,25:27,26:06,25:52,05:35,20:26,26:24,27:13,26:43,11:20
17:34,17:47,17:45,17:52,03:56,14:08,18:37,19:22,20:20,09:21
28:54,29:35,29:55,29:45,06:28,23:19,29:52,30:35,30:36,13:31
22:35,23:28,23:59,23:50,05:07,18:27,23:36,23:45,23:45,09:53
24:08,23:27,24:06,24:26,05:20,20:38,25:17,27:31,26:19,11:38
23:53,24:29,24:46,24:40,05:26,19:49,26:03,28:36,33:00,14:50
26:37,27:28,28:01,27:47,06:15,22:38,29:30,34:49,32:46,14:09
19:33,19:26,19:46,20:06,04:27,16:03,21:19,22:06,22:28,09:48
17:50,17:44,17:50,17:51,03:51,13:46,18:17,18:40,19:17,08:33
29:09,30:00,30:36,31:07,06:46,24:52,32:53,38:36,39:23,18:38
26:20,26:55,26:39,27:23,06:46,27:30,37:06,43:47,38:59,18:28
23:00,24:10,23:14,23:02,05:01,18:05,23:48,24:15,23:53,10:27
33:01,34:53,35:18,34:38,07:42,29:36,39:32,39:31,43:26,18:08
40:14,41:16,43:34,46:09,10:48,42:35,48:49,47:41,48:44,20:37
32:46,37:23,34:09,34:47,07:39,28:41,38:17,38:30,40:01,18:11
31:00,31:29,32:37,31:45,06:53,24:55,33:03,39:31,34:45,15:14
24:14,24:43,24:54,24:43,05:24,19:05,25:33,29:32,35:26,14:49
-,-,-,-,-,-,-,-,-,-
29:09,29:32,30:06,30:51,06:42,24:48,40:23,42:47,41:41,17:54
27:45,28:08,28:20,28:24,06:07,22:32,30:11,32:38,35:08,15:17
32:54,37:02,42:43,57:15,09:23,40:11,58:32,56:01,58:51,21:44
31:12,31:32,31:32,35:37,07:04,31:38,33:12,36:57,34:10,14:15
32:34,33:29,33:01,34:07,07:12,28:36,38:17,43:01,39:43,16:18
22:55,22:12,22:45,23:02,05:03,18:00,23:13,23:34,25:55,10:52
35:44,35:31,36:15,36:50,07:49,33:16,47:02,46:53,44:35,17:45
31:13,31:30,31:34,32:46,07:12,26:28,35:00,38:02,38:46,16:55
21:27,21:11,21:31,22:03,04:37,17:14,22:27,22:44,22:42,10:02
29:30,30:21,30:41,31:28,06:47,25:25,34:07,36:08,36:05,15:53
28:06,28:22,28:49,28:37,06:10,22:35,29:15,29:58,33:03,15:14
26:02,25:17,26:01,26:38,05:50,22:04,32:26,36:00,42:57,13:12
25:38,25:07,26:16,27:12,05:58,23:57,32:41,35:01,35:32,15:12
29:28,30:10,30:40,30:50,06:48,25:35,34:29,39:27,40:24,15:37
27:19,27:59,28:21,28:28,06:06,22:22,28:56,29:45,29:48,13:27
